num,name,department_name,subjects,numofstudent,score_nor,same_compare,score_abor,score_retire,score_oversea,score_mt,score_out
1265,大同大學,工業設計學系(自然一組),國x2.00 英x2.00 數甲x1.00,7,286.8,,,,,,
1266,大同大學,工業設計學系(自然二組),國x1.00 英x1.00 物x2.00,3,233.95,,,,,,
1267,大同大學,工業設計學系(社會一組),國x2.00 英x2.00 數乙x1.00,15,302.8,,,,,,
1270,大同大學,工業設計學系(社會二組),英x2.00 歷x2.00 地x1.00,15,262,,,,,,
1271,大同大學,事業經營學系(甲組),國x1.00 英x2.00 歷x1.00 地x1.00,21,260.4,英文46.75,,,,,
1272,大同大學,事業經營學系(乙組),國x1.00 英x1.50 數乙x1.50,20,209.78,,,,,,
1273,大同大學,資訊工程學系(甲組),國x2.00 英x1.50 數甲x1.00,18,274.33,,,,282.13,,
1274,大同大學,資訊工程學系(乙組),國x2.00 英x1.50 數乙x1.00,17,286.18,,,,,,
1275,大同大學,材料工程學系,國x2.00 英x1.00 數乙x2.00,22,299.9,,,,,,
1276,大同大學,資訊經營學系,國x2.00 英x2.00 數乙x1.75,17,317.45,,,,,,
1277,大同大學,媒體設計學系互動媒體組(一),國x1.75 英x2.00 數乙x2.00,15,315.3,國文57.20,,,,,
1300,大同大學,媒體設計學系互動媒體組(二),英x2.00 歷x2.00 地x1.50,13,286.2,,,,,,
1301,大同大學,媒體設計學系數位遊戲組(一),國x1.75 英x2.00 數乙x2.00,12,325,,,,,,
1302,大同大學,媒體設計學系數位遊戲組(二),英x2.00 歷x2.00 地x1.50,10,295.4,,298.24,,,,
1303,大同大學,應用外語學系,國x2.00 英x2.00 歷x1.75,25,335.75,,,,,,
1304,輔仁大學,中國文學系,國x2.00 英x1.25 歷x2.00,39,360.61,,,,,,
1305,輔仁大學,歷史學系,國x2.00 英x1.75 歷x2.00,43,388.91,,,,,,
1306,輔仁大學,哲學系,國x2.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,45,479.3,,502.75,,,,
1307,輔仁大學,音樂學系-弦樂,國x1.00 英x1.00 術x2.00,5,206.96,,,,,,
1310,輔仁大學,音樂學系-銅管樂.木管樂,國x1.00 英x1.00 術x2.00,1,208.5,,,,,,
1311,輔仁大學,音樂學系-聲樂,國x1.00 英x1.00 術x2.00,1,221.72,,,,,,
1312,輔仁大學,應用美術學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 地x1.00,24,324.7,,,,,,
1313,輔仁大學,景觀設計學系(社會組),國x1.00 英x1.50 數乙x1.00 歷x2.00 地x2.00,15,506.1,,516.17,,,,
1314,輔仁大學,景觀設計學系(自然組),國x1.00 英x1.50 數甲x1.00 生x2.00,9,321.1,,,,,,
1315,輔仁大學,影像傳播學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,17,496,,,,,,
1316,輔仁大學,新聞傳播學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,30,492.7,國文82.80,,,,,
1317,輔仁大學,廣告傳播學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,29,456.78,,564.45,,,,
1320,輔仁大學,圖書資訊學系,國x2.00 英x2.00 數乙x1.00,23,336.2,,,,,,
1321,輔仁大學,體育學系體育學組,國x1.00 英x1.00 數甲x1.00 生x1.00 術x2.00,6,303.98,,,,,,
1322,輔仁大學,體育學系運動健康管理組,國x2.00 英x2.00 數甲x2.00 生x1.00,20,356.3,,,,,,
1323,輔仁大學,教育領導與科技發展學位學程,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,10,467.1,歷史75.10,,,,,
1324,輔仁大學,護理學系,國x1.50 英x1.50 數甲x1.00 生x1.25,40,330,,358.28,,,,
1325,輔仁大學,公共衛生學系,國x1.50 英x1.50 數甲x1.00 化x1.00 生x1.25,23,370.9,,376.21,,,,
1326,輔仁大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,18,426.45,,442.46,441.95,,,
1327,輔仁大學,醫學系(公費),英x1.25 數甲x1.00 物x1.00 化x1.00 生x1.25,4,463.11,,,,,,
1330,輔仁大學,臨床心理學系,國x1.25 英x2.00 數甲x1.00 生x1.25,19,377,,,,,,
1331,輔仁大學,職能治療學系,國x1.25 英x2.00 數甲x1.00 物x1.00 生x2.00,18,507,,,,,,
1332,輔仁大學,呼吸治療學系,國x1.00 英x1.25 物x1.00 生x1.25,14,315.04,,,,,,
1333,輔仁大學,數學系資訊數學組,國x1.25 英x1.25 數甲x2.00,17,242.23,,,,,,
1334,輔仁大學,數學系應用數學組,國x1.25 英x1.25 數甲x2.00,24,246.83,,,,,,
1335,輔仁大學,化學系,英x1.50 數甲x1.50 化x2.00,20,271.4,,,,,,
1336,輔仁大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,39,291.7,,,,,,
1337,輔仁大學,生命科學系,英x2.00 化x1.50 生x2.00,36,318.8,,,,,,
1340,輔仁大學,物理學系物理組,國x1.00 數甲x1.00 物x2.00,22,218,,,,,,
1341,輔仁大學,物理學系光電物理組,國x1.00 數甲x1.00 物x2.00,17,222.2,,,,,,
1342,輔仁大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,55,228.8,,,,,,
1343,輔仁大學,醫學資訊與創新應用學位學程,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,8,276.25,,,,,,
1344,輔仁大學,英國語文學系,國x1.00 英x2.00 歷x1.00,27,305.3,英文80.75,312.9,,333.38,,
1345,輔仁大學,法國語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,17,373.08,,,,,,
1346,輔仁大學,西班牙語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,18,371.93,,,,,,
1347,輔仁大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,41,413.05,,,,,,
1350,輔仁大學,義大利語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,18,364.5,,,,,,
1351,輔仁大學,德語語文學系,國x1.50 英x1.50 歷x1.25,20,317.78,,,,,,
1352,輔仁大學,織品服裝學系織品設計組,國x2.00 英x2.00 數乙x1.50,21,349.8,,,,,,
1353,輔仁大學,織品服裝學系服飾設計組,國x2.00 英x2.00 數乙x1.50,17,360.1,,,,,,
1354,輔仁大學,織品服裝學系織品服飾行銷組,國x2.00 英x2.00 數乙x1.50,45,356.44,,,,,,
1355,輔仁大學,餐旅管理學系,國x2.00 英x2.00 數乙x1.50 歷x1.00 地x1.00,22,486.2,,,,,,
1356,輔仁大學,兒童與家庭學系,國x2.00 英x2.00 數乙x1.00,19,335.3,,,,,,
1357,輔仁大學,食品科學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,26,475.2,,,,,,
1360,輔仁大學,營養科學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,21,520.8,,,,,,
1361,輔仁大學,法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,38,408.75,,,,,,
1362,輔仁大學,財經法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,18,415.28,,,,,,
1363,輔仁大學,企業管理學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,52,464.43,,,,,,
1364,輔仁大學,會計學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,50,474.23,,,,,,
1365,輔仁大學,資訊管理學系,國x1.50 英x2.00 數乙x2.00,35,399.2,數學乙76.40,,,,,
1366,輔仁大學,統計資訊學系,國x1.50 英x2.00 數乙x2.00,39,395.3,,,,,,
1367,輔仁大學,金融與國際企業學系,國x1.50 英x2.00 數乙x2.00,41,425.3,英文82.25,,,,,
1370,輔仁大學,社會學系,國x1.50 英x1.50 數乙x1.50 公x1.00,26,381.6,,,,,,
1371,輔仁大學,社會工作學系,國x1.50 英x1.50 數乙x1.00,22,274.35,,,,,,
1372,輔仁大學,經濟學系,國x1.00 英x2.00 數乙x2.00,36,365,,,,,,
1373,輔仁大學,宗教學系,國x2.00 英x2.00 歷x1.50,8,350.8,,359.09,,,,
1374,輔仁大學,心理學系,國x2.00 英x2.00 數甲x1.50,16,372.2,,,,,,
1375,國立臺灣海洋大學,商船學系,國x1.00 英x1.50 數甲x1.50 物x1.50,13,330.15,,,,,,
1376,國立臺灣海洋大學,航運管理學系,國x1.00 英x2.00 數乙x1.50,24,342.3,,,,,,
1377,國立臺灣海洋大學,運輸科學系A組,國x1.00 英x2.00 數乙x2.00,17,383.1,,,,,,
1400,國立臺灣海洋大學,運輸科學系B組,國x1.00 英x2.00 數甲x2.00,13,319,,,,,,
1401,國立臺灣海洋大學,輪機工程學系能源應用組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,12,401.4,,,,,,
1402,國立臺灣海洋大學,輪機工程學系動力工程組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,6,410.6,,,,,,
1403,國立臺灣海洋大學,食品科學系食品科學組,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,10,505.3,,505.71,,,,
1404,國立臺灣海洋大學,食品科學系生物科技組,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,14,490.5,,,,,,
1405,國立臺灣海洋大學,水產養殖學系,國x1.00 英x2.00 數甲x1.00 化x1.50 生x2.00,11,440.9,,,,,,
1406,國立臺灣海洋大學,生命科學暨生物科技學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,16,403.45,,,,,,
1407,國立臺灣海洋大學,環境生物與漁業科學學系,國x1.00 英x1.50 數甲x1.50 生x1.25,6,307.88,,,,,,
1410,國立臺灣海洋大學,海洋環境資訊系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,17,375.28,,,,,,
1411,國立臺灣海洋大學,機械與機電工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,20,416.43,,,,,,
1412,國立臺灣海洋大學,系統工程暨造船學系,國x1.00 英x1.25 數甲x1.25 物x1.25 化x1.00,13,351.9,,,,,,
1413,國立臺灣海洋大學,河海工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,14,383.9,,,,,,
1414,國立臺灣海洋大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,27,336.55,數學甲58.80,,,,,
1415,國立臺灣海洋大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,28,268.63,,269.83,,,276.38,
1416,國立臺灣海洋大學,通訊與導航工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50,8,356.4,,,,,,
1417,國立臺灣海洋大學,海洋觀光管理學士學位學程,國x1.50 英x2.00 數乙x1.00,5,339.74,,,,,,
1420,國立臺灣海洋大學,海洋法政學士學位學程,國x2.00 英x2.00 數乙x1.00,11,379.4,,,,,,
1421,國立臺灣海洋大學,光電與材料科技學系,國x1.00 英x1.25 數甲x1.50 物x1.50 化x1.00,10,405.05,,,,,,
1422,國立臺灣海洋大學,海洋文創設計產業學位學程,國x1.50 英x1.00 數乙x1.00,5,255.75,,,,,,
1423,國立臺灣海洋大學,海洋生物科技學士學位學程,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,6,389.1,,,,,,
1424,國立臺灣海洋大學,海洋工程科技學士學位學程,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,7,400.05,,,,,,
1425,國立臺灣海洋大學,海洋經營管理學士學位學程,國x1.00 英x2.00 數乙x1.00,15,294.4,,,,,,
1426,國立高雄師範大學,音樂學系,國x1.00 英x1.00 術x2.00,4,293.89,,,,,,
1427,國立高雄師範大學,美術學系,國x1.00 英x1.00 術x2.00,28,235.39,,,,,,
1430,國立高雄師範大學,視覺設計學系,國x1.00 英x1.00 術x2.00,25,252.15,,,,,,
1431,國立高雄師範大學,國文學系,國x1.50 英x1.25 數乙x1.00 歷x1.25 地x1.00,30,421,,,,,,
1432,國立高雄師範大學,英語學系,國x1.25 英x2.00 數乙x1.00 歷x1.00 地x1.00,58,444,,446.61,,,,
1433,國立高雄師範大學,地理學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.25,22,394.5,,,,,,
1434,國立高雄師範大學,教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,11,468.38,,,,,,
1435,國立高雄師範大學,特殊教育學系,國x1.25 英x1.25 數乙x1.00,13,256.68,,,,,,
1436,國立高雄師範大學,事業經營學系,國x1.50 英x2.00 數乙x1.75,14,399.9,,,,,,
1437,國立高雄師範大學,體育學系,國x2.00 英x2.00 化x1.00 生x2.00 術x1.00,9,370.28,,,,,,
1440,國立高雄師範大學,數學系數學組,國x1.00 英x1.25 數甲x2.00 物x1.25,19,320.73,,,,,,
1441,國立高雄師範大學,數學系應用數學組,國x1.00 英x1.25 數甲x2.00 物x1.25,16,332.14,,,,,,
1442,國立高雄師範大學,物理學系,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,25,396.3,,,,,,
1443,國立高雄師範大學,化學系,國x1.00 英x2.00 數甲x1.50 物x1.00 化x2.00,26,470.7,,,,,,
1444,國立高雄師範大學,生物科技系,國x1.00 英x1.25 數甲x1.00 化x1.00 生x2.00,21,396.71,,,,,,
1445,國立高雄師範大學,工業科教系科教訓練組(自費),國x1.00 英x1.25 數甲x1.25 物x1.25 化x1.00,2,345.34,,,,,,
1446,國立高雄師範大學,工業科教系教訓組(公費)臺南,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,1,384.8,,,,,,
1447,國立高雄師範大學,工業科教系能源冷凍空調組,國x1.00 英x1.25 數甲x1.25 物x1.25 化x1.00,3,348.69,,,,,,
1450,國立高雄師範大學,光電與通訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,19,315.75,,,,,,
1451,國立高雄師範大學,工業設計學系,國x1.00 英x1.50 數甲x1.00 物x1.50 化x1.00,19,358.53,,,,,,
1452,國立高雄師範大學,電子工程學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,18,371.4,,,,,,
1453,國立高雄師範大學,軟體工程與管理學系,國x1.25 英x1.50 數甲x1.50 物x1.00 化x1.00,14,392.23,,,,,,
1454,國立彰化師範大學,輔導與諮商系學校輔導諮商組,國x1.75 英x1.75 數乙x1.50 歷x1.00 公x1.00,18,525.8,,531.27,,,,
1455,國立彰化師範大學,輔導與諮商系社區輔導諮商組,國x1.75 英x1.75 數乙x1.50 歷x1.00 公x1.00,18,519.14,,526.14,,,,
1456,國立彰化師範大學,特殊教育學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,35,421.53,,,,,,
1457,國立彰化師範大學,數學系,國x1.00 英x1.25 數甲x2.00 物x1.25,49,322.1,,,,,,
1460,國立彰化師範大學,物理學系物理組,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.50,21,436.8,物理57.00,,,,,
1461,國立彰化師範大學,物理學系光電組,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.50,16,440.25,,,,,,
1462,國立彰化師範大學,生物學系,國x1.00 英x1.75 數甲x1.00 化x1.50 生x2.00,20,464.53,,,,,,
1463,國立彰化師範大學,化學系,國x1.00 英x1.25 數甲x1.00 物x1.25 化x2.00,19,428.01,,,,,,
1464,國立彰化師範大學,英語學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,29,476.2,,,,,,
1465,國立彰化師範大學,國文學系,國x2.00 英x1.50 歷x1.50 地x1.00,50,441.9,,,,,,
1466,國立彰化師範大學,美術學系,國x1.00 英x1.00 歷x1.00 術x2.00,12,298.72,,,,,,
1467,國立彰化師範大學,地理學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.25,21,395.66,,,,,,
1470,國立彰化師範大學,機電工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,23,500.8,,,,,,
1471,國立彰化師範大學,電機工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,16,521,,,,,,
1472,國立彰化師範大學,電子工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,25,504.5,,,,,,
1473,國立彰化師範大學,資訊工程學系,國x1.00 英x1.50 數甲x2.00 物x1.50,15,390.76,,,,,,
1474,國立彰化師範大學,企業管理學系,國x1.00 英x2.00 數乙x2.00,12,392.7,,,,,,
1475,國立彰化師範大學,會計學系,國x1.50 英x2.00 數乙x2.00,41,429.4,,,,,,
1476,國立彰化師範大學,資訊管理學系資訊管理組,國x1.00 英x2.00 數乙x2.00,7,398.8,,,,,,
1477,國立彰化師範大學,資訊管理系數位科技與管理組,國x1.00 英x2.00 數甲x2.00,8,339.6,,,,,,
1500,國立彰化師範大學,運動學系,國x2.00 英x1.50 術x2.00,11,350.59,,,,,,
1501,國立彰化師範大學,公務與公民教育系公民教育組,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x2.00,10,490.21,,,,,,
1502,國立彰化師範大學,公務與公民教育系公共事務組,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x2.00,10,488.09,,,,,,
1503,國立陽明大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,46,439.05,,445.91,447.3,,,
1504,國立陽明大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,10,419.77,,,,,,
1505,國立陽明大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,21,428.4,,,431.76,,,
1506,國立陽明大學,醫學生物技術暨檢驗學系,英x1.25 數甲x1.00 物x1.00 化x1.25 生x1.25,23,441.48,,,,,,
1507,國立陽明大學,生物醫學影像暨放射科學系,英x1.00 數甲x1.25 物x1.25 化x1.25 生x1.00,15,425.68,,,,,,
1510,國立陽明大學,物理治療暨輔助科技學系,英x1.25 數甲x1.00 物x1.00 化x1.00 生x1.25,16,433.44,,,,,,
1511,國立陽明大學,護理學系,國x1.00 英x1.50 數甲x1.00 化x1.00 生x1.50,12,462.98,,,,,,
1512,國立陽明大學,生命科學系暨基因科學研究所,英x1.25 數甲x1.00 物x1.00 化x1.25 生x1.50,13,459.71,,,,,,
1513,國立陽明大學,生物醫學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,17,384.95,,,,,,
1514,國立陽明大學,學士班大一大二不分系,英x1.25 數甲x1.00 物x1.00 化x1.25 生x1.50,4,483.51,,,,,,
1515,國立陽明大學,藥學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,9,416.45,,,,,,
1516,中山醫學大學,醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,50,422.75,,428.49,,,,
1517,中山醫學大學,牙醫學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.25,50,444.05,,496.49,446.23,,,
1520,中山醫學大學,醫學檢驗暨生物技術學系,國x1.00 英x1.50 化x1.50 生x1.75,40,421.68,,438.27,,,,
1521,中山醫學大學,物理治療學系,國x1.50 英x1.50 數甲x1.00 物x1.00 生x1.50,19,471.7,,483.74,,,,
1522,中山醫學大學,職能治療學系,國x1.25 英x1.50 生x1.00,25,296.88,,315.09,,,,
1523,中山醫學大學,語言治療與聽力系語言治療組,國x1.50 英x2.00 物x1.00 生x1.50,25,440.1,,,,,,
1524,中山醫學大學,語言治療與聽力學系聽力組,國x1.50 英x2.00 物x1.50 生x1.00,27,418.2,,,,,,
1525,中山醫學大學,生物醫學科學學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x2.00,22,442,,477.49,,,,
1526,中山醫學大學,視光學系,英x1.00 數甲x1.00 物x1.00 生x1.50,18,263.75,,,,,,
1527,中山醫學大學,醫學影像暨放射科學系,英x1.00 數甲x1.50 物x2.00 化x1.00 生x1.00,27,392.6,,,,,,
1530,中山醫學大學,心理學系,國x1.50 英x2.00 數甲x1.00,27,316.4,,,,,,
1531,中山醫學大學,營養學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,32,517.7,,,,,,
1532,中山醫學大學,公共衛生學系,國x2.00 英x2.00 數甲x1.00 化x1.50 生x1.00,26,464.3,,,,,,
1533,中山醫學大學,醫療產業科技管理學系,國x1.00 英x1.50 數乙x1.50 地x1.00,35,325.35,,,,,,
1534,中山醫學大學,職業安全衛生學系,國x2.00 英x1.00 數甲x1.00 化x1.50 生x2.00,26,434.7,,,,,,
1535,中山醫學大學,醫學應用化學系,國x1.00 英x1.00 數甲x1.50 化x2.00,15,350.7,,,,,,
1536,中山醫學大學,健康餐飲暨產業管理學系,國x2.00 英x1.00 數甲x1.00 化x2.00 生x2.00,23,457.25,,,,,,
1537,中山醫學大學,醫學資訊學系,國x1.00 英x2.00 數甲x2.00,18,300.6,,337.27,,,,
1540,中山醫學大學,醫學社會暨社會工作學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,48,418.9,,446.12,,,,
1541,中山醫學大學,應用外國語言學系,國x1.50 英x2.00 歷x1.00,16,299.7,,,,,,
1542,中山醫學大學,護理學系,國x1.25 英x1.50 數甲x1.00 化x1.00 生x1.25,83,353.67,,355.25,,,,
1543,國立中山大學,中國文學系,國x2.00 英x1.00 歷x2.00 地x2.00,12,543.15,,,,,,
1544,國立中山大學,外國語文學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,8,503.6,,,,,,
1545,國立中山大學,音樂學系,國x1.00 英x1.00 術x2.00,7,273.24,,,,,,
1546,國立中山大學,劇場藝術學系(男),國x2.00 英x2.00 數乙x1.00 歷x1.00,3,432.4,,,,,,
1547,國立中山大學,劇場藝術學系(女),國x2.00 英x2.00 數乙x1.00 歷x1.00,4,451.4,,,,,,
1550,國立中山大學,生物科學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.50,23,405.49,,,,,,
1551,國立中山大學,化學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x2.00,22,422.05,,,,,,
1552,國立中山大學,物理學系,國x1.00 英x1.75 數甲x1.50 物x1.50 化x1.00,20,457.18,,,,,,
1553,國立中山大學,應用數學系,英x1.00 數甲x2.00 物x1.50,13,297.4,,,,,,
1554,國立中山大學,電機工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,381.65,,,,,,
1555,國立中山大學,電機工程學系乙組,英x1.00 數甲x2.00 物x2.00 化x1.00,26,429.95,,,,,,
1556,國立中山大學,機械與機電工程學系甲組,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,3,521.58,,,,,,
1557,國立中山大學,機械與機電工程學系乙組,國x1.00 英x1.00 數甲x2.00 物x1.50 化x1.00,39,436.7,,,,,,
1560,國立中山大學,資訊工程學系甲組,英x1.00 數甲x2.00 物x2.00,3,375.95,,,,,,
1561,國立中山大學,資訊工程學系乙組,英x1.00 數甲x2.00 物x2.00,21,355.1,數學甲82.80,,,,,
1562,國立中山大學,光電工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,354.85,,,,,,
1563,國立中山大學,光電工程學系乙組,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,15,413.83,,,,,,
1564,國立中山大學,材料與光電科學學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,362.6,,,,,,
1565,國立中山大學,材料與光電科學學系乙組,國x1.00 英x1.00 數甲x2.00 物x1.00 化x1.00,13,416.95,,,,,,
1566,國立中山大學,材料與光電科學學系丙組,國x1.00 英x1.00 數甲x1.00 物x2.00 化x2.00,13,501.2,,,,,,
1567,國立中山大學,企業管理學系,國x1.75 英x1.75 數乙x1.50,32,407.03,,,,,,
1570,國立中山大學,資訊管理學系(社會組),國x1.50 英x2.00 數乙x2.00 地x1.00,11,526.5,,,,,,
1571,國立中山大學,資訊管理學系(自然組),國x1.50 英x2.00 數甲x2.00,10,399.7,,,,,,
1572,國立中山大學,財務管理學系,國x1.00 英x1.50 數乙x1.50,15,334.25,數學乙95.00,,,,,
1573,國立中山大學,海洋生物科技暨資源學系,英x1.50 數甲x1.00 化x1.50 生x1.50,17,350.6,,,,,,
1574,國立中山大學,海洋環境及工程學系,英x1.25 數甲x1.50 物x1.50 化x1.00,20,330.3,,,,,,
