num,pm,system,name,field,field_name,discipline,discipline_name,study,study_name,department,department_name,phone,exten,fax,mail,web
1,公立,1,國立政治大學,2,藝術及人文,23,語文,232,本國語文學,2322008,中國文學系,02-2939-3091,62301,02-2939-3834,nccuchi@nccu.edu.tw,https://chinese.nccu.edu.tw/main.php
1,公立,1,國立政治大學,2,藝術及人文,23,語文,232,本國語文學,2323002,華語文教學博士學位學程,02-2939-3091,62556,02-2938-7457,tcasl@nccu.edu.tw,https://tcsl.nccu.edu.tw/main.php
1,公立,1,國立政治大學,2,藝術及人文,23,語文,232,本國語文學,2323002,華語文教學碩士學位學程,02-2939-3091,52556,02-2938-7457,tcasl@nccu.edu.tw,https://tcsl.nccu.edu.tw/main.php
1,公立,1,國立政治大學,2,藝術及人文,23,語文,239,其他語文,2399018,語言學研究所,02-2938-7246,67246,02-2938-7466,nccu555@nccu.edu.tw,https://ling.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,311,經濟學,3111024,經濟學系,02-2939-3091,51056,02-2939-0344,econo@nccu.edu.tw,https://econo.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,311,經濟學,3111025,應用經濟與社會發展英語碩士學位學程,02-2939-3091,51280,無,imes@nccu.edu.tw,https://www.imes.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,312,政治學及相關,3121026,政治學系,02-2939-3091,50771,02-2939-0201,politics@nccu.edu.tw,https://politics.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,312,政治學及相關,3121029,國際事務學院國家安全與大陸研究碩士在職專班,02-2939-3091,51102,02-2938-7886,ocia@nccu.edu.tw,https://ocia.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,312,政治學及相關,3122045,外交學系,02-2939-3091,50918,02-2939-0173,dip50918@nccu.edu.tw,https://diplomacy.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,312,政治學及相關,3122046,國際研究英語碩士學位學程,02-2939-3091,51112,02-2938-7886,impis@nccu.edu.tw,https://impis.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,313,心理學,3131032,心理學系,02-2939-3091,62981,02-2939-0644,frank997@nccu.edu.tw,https://psy.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,313,心理學,3131033,輔導與諮商碩士學位學程,02-2939-3091,65451,02-2938-7745,mpcg@nccu.edu.tw,https://mpcg.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3141030,社會學系,02-2939-3091,50858,02-2938-7168,sociol@nccu.edu.tw,https://sociology.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143023,中東與中亞研究碩士學位學程,02-2939-3091,62746,02-2939-0434,62746@nccu.edu.tw,http://www.mecas.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143028,東亞研究所,02-2939-3091,50801,02-2939-1445,eastasia@nccu.edu.tw,https://eastasia.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143036,日本研究博士學位學程,02-2939-3091,51110,02-2938-7720,mpjs@nccu.edu.tw,https://mpjs.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143036,日本研究碩士學位學程,02-2939-3091,51110,02-2938-7720,mpjs@nccu.edu.tw,https://mpjs.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143038,俄羅斯研究所,02-2939-3091,50806,02-2938-7124,russia@nccu.edu.tw,https://rustudy.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143040,亞太研究英語博士學位學程,02-2939-3091,51278,02-2938-7449,idas@nccu.edu.tw,https://www.asiapacific.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143040,亞太研究英語碩士學位學程,02-2938-7421,51255,02-2938-7449,imas@nccu.edu.tw,https://www.asiapacific.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143043,地政學系,02-2939-3091,50618,02-2939-0251,dole@nccu.edu.tw,https://landeconomics.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,319,其他社會及行為科學,3191047,國家發展研究所,02-2938-7068,50721,02-2939-7202,gids@nccu.edu.tw,https://gids.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,319,其他社會及行為科學,3199048,勞工研究所,02-2939-3091,51236,02-2939-3334,labor@nccu.edu.tw,https://labour.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211049,傳播學院傳播碩士學位學程,02-2939-3091,67123,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211049,傳播學院傳播學士學位學程,02-2939-3091,67665,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211050,國際傳播英語碩士學位學程,02-2939-3091,67550,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/zh_tw/departments/aboutIMIC
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211056,傳播學院大一大二不分系,02-2939-3091,67078,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/zh_tw/departments/programs24
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211056,傳播學院博士班,02-2939-3091,67077,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3211056,傳播學院碩士在職專班,02-2939-3091,62067,02-2938-2063,comm@nccu.edu.tw,https://comm.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3213052,廣播電視學系,02-2939-3091,63901,02-2939-3024,rtv@nccu.edu.tw,https://rtv.nccu.edu.tw/main.php
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,321,新聞學及傳播相關,3214051,新聞學系,02-2939-3091,67431,02-2939-3042,jour@nccu.edu.tw,https://jschool.nccu.edu.tw/
1,公立,1,國立政治大學,3,社會科學、新聞學及圖書資訊,32,新聞學及圖書資訊,322,圖書館、資訊及檔案研究,3222054,圖書資訊與檔案學研究所,02-2939-3091,62952,02-2938-4704,cswu@nccu.edu.tw,https://lias.nccu.edu.tw/main.php
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,411,會計及稅務,4111059,會計學系,02-2938-7112,87040,02-2938-7113,acctast@nccu.edu.tw,https://acct.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4121065,財務管理學系,02-2938-7121,88591,02-2939-3394,finance@nccu.edu.tw,https://finance.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4121068,金融學系,02-2939-3091,87143,02-2939-8004,banking@nccu.edu.tw,https://banking.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4122070,財政學系,02-2938-7063,50962,02-2939-0074,pfdm@nccu.edu.tw,https://pf.nccu.edu.tw/main.php
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4123069,風險管理與保險學系,02-2939-3091,89070,02-2939-3864,rmi@nccu.edu.tw,https://rmi.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131060,企業管理研究所(MBA學位學程),02-2939-0391,85567,02-2938-7723,mba@nccu.edu.tw,https://mba.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131060,企業管理學系,02-2939-0391,87071,02-2939-3091,ba@nccu.edu.tw,https://ba.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131062,經營管理碩士學程,02-2938-7560,無,02-2938-7883,km.emba@nccu.edu.tw,http://www.emba.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131064,國際經營管理英語碩士學位學程,02-2938-7912,67912,02-2938-7882,imba@nccu.edu.tw,https://imba.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4134041,公共行政學系,02-2939-3091,51158,02-2939-1144,pa@nccu.edu.tw,https://pa.nccu.edu.tw/main.php
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4134042,行政管理碩士學程,02-2939-3091,51363,02-2938-7910,mepa@nccu.edu.tw,https://mepa.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,414,國際貿易、市場行銷及廣告,4141067,國際經營與貿易學系,02-2939-8033,87001,02-2938-7699,ib@nccu.edu.tw,https://ib.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,414,國際貿易、市場行銷及廣告,4143055,廣告學系,02-2939-3091,67122,02-2939-3830,adnccu@nccu.edu.tw,https://ad.nccu.edu.tw/main.php
1,公立,1,國立政治大學,4,商業、管理及法律,41,商業及管理,419,其他商業及管理,4199072,科技管理與智慧財產研究所,02-2939-3091,89094,02-2936-3765,tchen@nccu.edu.tw,https://tiipm.nccu.edu.tw/
1,公立,1,國立政治大學,4,商業、管理及法律,42,法律,421,法律,4211073,法律學系,02-2938-7593,51414,02-2938-7235,ili@nccu.edu.tw,http://www.law.nccu.edu.tw/main.php
1,公立,1,國立政治大學,4,商業、管理及法律,42,法律,421,法律,4211074,法律科際整合研究所,02-2938-7054,51414,02-2938-7235,ili@nccu.edu.tw,http://www.law.nccu.edu.tw/page3/news.php?class=401
1,公立,1,國立政治大學,4,商業、管理及法律,42,法律,421,法律,4211075,法學院碩士在職專班,02-2938-7054,51414,02-2938-7235,ili@nccu.edu.tw,http://www.law.nccu.edu.tw/main.php
1,公立,1,國立政治大學,5,自然科學、數學及統計,51,生命科學,519,其他生命科學,5199083,神經科學研究所,02-2939-3091,62990,02-2938-7567,lillian@nccu.edu.tw,https://in.nccu.edu.tw/main.php
1,公立,1,國立政治大學,5,自然科學、數學及統計,53,物理、化學及地球科學,533,物理,5331077,應用物理研究所,02-2938-7767,67767,02-2938-7769,physics@nccu.edu.tw,https://phys.nccu.edu.tw/main.php
1,公立,1,國立政治大學,5,自然科學、數學及統計,54,數學及統計,541,數學,5411078,應用數學系,02-2938-7046,62370,02-2938-7905,mathoffice@math.nccu.edu.tw,http://www.math.nccu.edu.tw/main.php
1,公立,1,國立政治大學,5,自然科學、數學及統計,54,數學及統計,542,統計,5421079,統計學系,02-2938-7115,89020,02-2939-8024,statdept@nccu.edu.tw,https://stat.nccu.edu.tw/zh_tw/intro/contact
1,公立,1,國立政治大學,6,資訊通訊科技,61,資訊通訊科技,613,軟體及應用的開發與分析,6131080,資訊管理學系,02-2939-3091,89055,02-2939-3754,mis@nccu.edu.tw,https://mis2.nccu.edu.tw/
1,公立,1,國立政治大學,6,資訊通訊科技,61,資訊通訊科技,613,軟體及應用的開發與分析,6131081,資訊科學系,02-2938-7242,62275,02-2234-1494,grace@cs.nccu.edu.tw,http://www.cs.nccu.edu.tw:8080/csnccu/web/index/index.jsp
1,公立,1,國立政治大學,6,資訊通訊科技,61,資訊通訊科技,613,軟體及應用的開發與分析,6131082,社群網路與人智計算國際研究生博士學位學程,02-2938-7054,51414,02-2939-0212,justice@nccu.edu.tw,http://tigp.sinica.edu.tw/
1,公立,1,國立政治大學,6,資訊通訊科技,61,資訊通訊科技,613,軟體及應用的開發與分析,6134057,數位內容碩士學位學程,02-2939-3091,62670,02-2937-8629,dct@nccu.edu.tw,http://dct.nccu.edu.tw/
1,公立,1,國立政治大學,9,醫藥衛生及社會福利,92,社會福利,923,社會工作,9231084,社會工作研究所,02-2939-3091,51446,02-2938-7237,sociwork@nccu.edu.tw,https://socialwork.nccu.edu.tw/main.php
2,公立,1,國立清華大學,1,教育,11,教育,111,教育學,1111112,竹師教育學院學士班,03-571-5131,73004,03-561-9475,ipedu@my.nthu.edu.tw,http://ipedu.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,1,教育,11,教育,111,教育學,1113095,特殊教育學系,03-571-5131,73301,03-561-4069,spe@mail.nd.nthu.edu.tw,http://www.dse.nthu.edu.tw/main.php
2,公立,1,國立清華大學,1,教育,11,教育,111,教育學,1113110,學前特殊教育碩士在職學位學程,03-571-5131,72111,03-561-9475,hctc@my.nthu.edu.tw,http://ec.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,1,教育,11,教育,111,教育學,1115124,華德福教育碩士在職學位學程,03-571-5131,76252,03-561-2741,waldorfma@gapp.nthu.edu.tw,http://cwemaster.site.nthu.edu.tw/
2,公立,1,國立清華大學,1,教育,11,教育,112,幼兒師資教育,1121091,幼兒教育學系,03-571-5131,73201,03-526-4014,gdece@mail.nd.nthu.edu.tw,http://www.gdece.nthu.edu.tw/main.php
2,公立,1,國立清華大學,1,教育,11,教育,113,普通科目師資教育,1131084,教育與學習科技學系,03-571-5131,73001,03-525-2206,allison@mail.nhcue.edu.tw,http://delt.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,1,教育,11,教育,113,普通科目師資教育,1131085,數理教育研究所,03-571-5131,78601,03-562-2961,w99029@mail.nd.nthu.edu.tw,http://gimse.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,1,教育,11,教育,113,普通科目師資教育,1131105,英語教學系,03-571-5131,76701,03-561-4318,doei@mail.nd.nthu.edu.tw,http://doei.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,1,教育,11,教育,114,專業科目師資教育,1141090,體育學系,03-571-5131,71501,03-562-6262,yuhan710135@mail.nd.nthu.edu.tw,http://dpe.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,21,藝術,213,美術,2131098,藝術與設計學系,03-571-5131,72901,03-524-5209,dme@mail.nhcue.edu.tw,http://artdesign.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,21,藝術,215,音樂及表演藝術,2151096,音樂學系,03-571-5131,73101,03-524-5192,dme@mail.nhcue.edu.tw,http://music.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,21,藝術,219,其他藝術,2191113,藝術學院學士班,03-571-5131,78802,無,coa@my.nthu.edu.tw,http://ipta.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,22,人文,222,歷史及考古學,2221006,歷史研究所,03-572-7128,無,03-571-6780,his@my.nthu.edu.tw,http://www.hist.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,22,人文,222,歷史及考古學,2222007,人類學研究所,03-572-0049,無,03-572-2800,ioant@my.nthu.edu.tw,http://www.anth.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,22,人文,223,哲學,2231008,哲學研究所,03-572-9336,無,03-572-9337,philos@my.nthu.edu.tw,http://philos.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,22,人文,229,其他人文,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),03-572-4876,無,03-572-3869,apcs@my.nthu.edu.tw,http://iics.ust.edu.tw
2,公立,1,國立清華大學,2,藝術及人文,22,人文,229,其他人文,2299010,人文社會學院學士班,03-574-2793,無,03-572-6318,dhss@my.nthu.edu.tw,http://www.dhss.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,23,語文,231,外國語文學,2311002,外國語文學系,03-571-8657,無,03-571-8977,fl@my.nthu.edu.tw,http://www.fl.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,23,語文,232,本國語文學,2321001,台灣文學研究所,03-571-4153,無,03-571-4113,tai@my.nthu.edu.tw,http://www.tl.nthu.edu.tw/
2,公立,1,國立清華大學,2,藝術及人文,23,語文,232,本國語文學,2321101,臺灣語言研究與教學研究所,03-571-5131,73601,03-561-4515,w99002@mail.nd.nthu.edu.tw,http://gitll.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,23,語文,232,本國語文學,2322003,中國文學系,03-571-3677,無,03-572-5973,cl@my.nthu.edu.tw,http://www.cl.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,23,語文,232,本國語文學,2323114,華文文學研究所,03-571-5131,72601,無,sinophone@my.nthu.edu.tw,http://sinophone.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,2,藝術及人文,23,語文,239,其他語文,2399005,語言學研究所,03-571-8615,無,03-572-5994,ling@my.nthu.edu.tw,http://www.ling.nthu.edu.tw/
2,公立,1,國立清華大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,311,經濟學,3111011,經濟學系,03-562-8202,無,03-562-9805,econ@my.nthu.edu.tw,http://www.econ.nthu.edu.tw/
2,公立,1,國立清華大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,313,心理學,3131077,教育心理與諮商學系,03-571-5131,73801,03-525-2205,psy01@my.nthu.edu.tw,http://gepg.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3141012,社會學研究所,03-571-2090,無,03-575-1917,iosoc@my.nthu.edu.tw,http://www.soc.nthu.edu.tw/
2,公立,1,國立清華大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,314,社會學及相關,3143013,台灣研究教師在職進修碩士學位班,03-571-4153,無,03-571-4113,humansos@my.nthu.edu.tw,http://www.hss.nthu.edu.tw/
2,公立,1,國立清華大學,3,社會科學、新聞學及圖書資訊,31,社會及行為科學,319,其他社會及行為科學,3199111,學習科學與科技研究所,03-571-5131,35049,03-574-3042,ils@my.nthu.edu.tw,http://ilst.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4121019,科技管理學院財務金融碩士在職專班,03-516-2522,無,03-562-7046,mfb@my.nthu.edu.tw,http://mfb.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,412,金融、銀行業及保險,4121020,計量財務金融學系,03-574-2422,無,03-562-1823,qf@my.nthu.edu.tw,http://www.qf.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131016,經營管理碩士在職專班,03-574-2253,無,03-562-7046,mba@my.nthu.edu.tw,http://mba.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4131018,國際專業管理碩士班,03-516-2105,無,03-561-0141,imba@my.nthu.edu.tw,http://imba.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,413,管理及行政,4134014,科技管理學院公共政策與管理碩士在職專班,03-516-2522,無,03-562-7046,mpm@my.nthu.edu.tw,http://mpm.web.nthu.edu.tw/bin/home.php
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,419,其他商業及管理,4199017,科技管理研究所,03-574-2948,無,03-562-3770,tm@my.nthu.edu.tw,http://www.tm.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,419,其他商業及管理,4199021,高階經營管理碩士在職專班,03-574-2447,無,03-562-7046,emba@my.nthu.edu.tw,http://emba.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,419,其他商業及管理,4199022,服務科學研究所,03-516-2116,無,03-561-6345,iss@my.nthu.edu.tw,http://www.iss.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,41,商業及管理,419,其他商業及管理,4199023,科技管理學院學士班,03-516-2102,無,03-562-2306,dmm@my.nthu.edu.tw,http://www.dspmt.nthu.edu.tw/
2,公立,1,國立清華大學,4,商業、管理及法律,42,法律,421,法律,4212024,科技法律研究所,03-574-2427,無,03-562-9380,lst@my.nthu.edu.tw,http://www.lst.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121025,生命科學系,03-574-2770,無,03-571-5934,ls@life.nthu.edu.tw,http://www.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121026,生物科技研究所,03-574-2745,無,03-571-5934,bt@life.nthu.edu.tw,http://bt.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121028,分子與細胞生物研究所,03-574-2463,無,03-571-5934,meb@life.nthu.edu.tw,http://mcb.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121029,生技產業博士學位學程,03-574-2463,無,無,bi@life.nthu.edu.tw,https://nthulsppbt.wixsite.com/ppbt
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121030,生物資訊與結構生物研究所,03-574-2745,無,03-571-5934,sb@life.nthu.edu.tw,http://sb.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121031,生物資訊學學程,03-574-2745,無,03-571-5934,sb@life.nthu.edu.tw,http://tigp.sinica.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,512,生物化學及相關,5121072,分子醫學研究所,03-574-2463,無,03-571-5934,mm@life.nthu.edu.tw,http://mm.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,519,其他生命科學,5199032,生命科學院學士班,03-574-2761,無,03-571-5934,life@life.nthu.edu.tw,http://up.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,519,其他生命科學,5199033,系統神經科學研究所,03-574-2044,無,03-571-5934,sn@life.nthu.edu.tw,http://sn.life.nthu.edu.tw/
2,公立,1,國立清華大學,5,自然科學、數學及統計,51,生命科學,519,其他生命科學,5199034,跨領域神經科學博士學位學程(台灣聯合大學系統),03-574-2044,無,03-571-5934,sn@life.nthu.edu.tw,http://college.life.nthu.edu.tw/app/super_pages.php?ID=INPDP
2,公立,1,國立清華大學,5,自然科學、數學及統計,52,環境,521,環境科學,5211041,環境科技博士學位學程(台灣聯合大學系統),03-572-5077,無,03-571-8649,ns@my.nthu.edu.tw,http://ust-est.csrsr.ncu.edu.tw/?locale=zh-TW
2,公立,1,國立清華大學,5,自然科學、數學及統計,52,環境,521,環境科學,5211102,環境與文化資源學系,03-571-5131,72800,03-525-6802,dsse@mail.nd.nthu.edu.tw,http://decr.web.nthu.edu.tw/bin/home.php
